link,Český video titulek,video na titulní stránce?,English Video Title ,popisek k videu,english video description,SLUG cesky,SLUG english,ROK,kategorie1,kategorie2,priorita kategorie 2  (1 - TOP Priority),,země natáčení,České Štítky (CZ verze),English Tags (EN version)
https://youtu.be/sDkBIhJ5Xjs,CRESTYL - Hagibor offices,,CRESTYL - Hagibor Offices,"Na projektech Hagibor pro Crestyl jsem využil potenciál dronu k detailní prezentaci lokality a moderních architektonických prvků. Soustředím se na plynulost a filmový vzhled záběrů, které v realitním marketingu výrazně zvyšují vnímání exkluzivity. Investorům a budoucím nájemcům pomáhám získat ucelený přehled o měřítku stavby skrze perspektivu, která zdůrazňuje prestiž celého administrativního komplexu.","Working on the Hagibor projects for Crestyl, I leveraged the full potential of drone cinematography to showcase the location and its modern architectural features. I focus on fluid, cinematic shots that significantly elevate the perception of exclusivity in real estate marketing. I help investors and future tenants gain a comprehensive view of the building's scale through a perspective that emphasizes prestige.",crestyl-hagibor-offices,crestyl-hagibor-offices,2025,Drone Cinematography,Real-estate,10,MadLove,Česká republika,"Kancelářské reality, Architektura, Business, B2B","Office Real Estate, Architecture, Business, B2B"
https://youtu.be/bEDgtSE-gOU,CRESTYL - Hagibor Gamma & Delta,,CRESTYL - Hagibor Gamma & Delta,"Pro vizuálně náročné kancelářské budovy Gamma a Delta jsem připravil komplexní letecké záběry, které propojují urbanistický plán s okolní infrastrukturou. Moje práce kombinuje technickou přesnost s citem pro emoce, což developerským vizím dodává potřebnou hloubku. Pomáhám značkám vyniknout v konkurenčním prostředí skrze dynamické pohledy z výšky, které mluví jazykem moderního a funkčního designu.","For the visually demanding Gamma and Delta office buildings, I created complex aerial sequences that link the urban master plan with the surrounding infrastructure. My work combines technical precision with an eye for emotion, giving developer visions the depth they need. I help brands stand out in a competitive market through dynamic high-altitude perspectives that speak the language of modern, functional design.",crestyl-hagibor-gamma-delta,crestyl-hagibor-gamma-delta,2025,Drone Cinematography,Real-estate,11,MadLove,Česká republika,"Urbanismus, Architektura, Reality, Stavebnictví","Urban Design, Architecture, Real Estate, Construction"
https://youtu.be/uMaELFxU-ws,PSN - Lofty Vanguard Prague - Woman,,PSN - Lofty Vanguard Prague: Woman,"Vanguard Prague pro mě představuje odvahu v architektuře, a proto jsem v tomto spotu vsadil na syrovou estetiku a monumentální záběry ze střechy. Společně s agenturou madlove.cz jsme vytvořili vizuál, který cílí na svobodomyslné klienty hledající industriální luxus. Dronové záběry zde nejsou jen doplňkem, ale klíčem k vyjádření exkluzivity a jedinečného životního stylu, který tento projekt nabízí.","Vanguard Prague represents architectural courage to me, which is why I chose raw aesthetics and monumental rooftop shots for this spot. Collaborating with madlove.cz, we created a visual aimed at free-spirited clients seeking industrial luxury. Here, drone footage isn't just an extra—it's the key to expressing the exclusivity and unique lifestyle that this project offers.",lofty-vanguard-prague-woman,house-in-probostov-for-sale,2023,Drone Cinematography,Real-estate,12,PSN,Česká republika,"Lifestyle, Luxusní bydlení, Reality, Móda","Lifestyle, Luxury Living, Real Estate, Fashion"
https://youtu.be/NiQWjGnngds,Cyklopark Košťany,,Košťany Bike Park - Grand Opening,"Otevíračku Cykloparku v Košťanech jsem si užil – byla to čistá radost dětí i adrenalin zkušených bikerů. Propojil jsem akční záběry jezdců s přehlednými pohledy z výšky, které odhalují rozsah areálu v náručí přírody. Sportovním a obecním projektům pomáhám ukázat energii a život jejich areálů skrze vizuály, které přitáhnou nové návštěvníky a skvěle fungují v moderní propagaci.",Capturing the opening of the Košťany Bike Park was a blast—it was all about the pure joy of the kids and the adrenaline of the pro riders. I combined high-action shots with clear aerial perspectives that reveal the full scale of the park nestled in nature. I help sports and community projects showcase the energy and life of their facilities through visuals that attract new visitors and excel in modern promotion.,cyklopark-kostany-otevreni,villa-for-sale-teplice,2025,Video Production,Commercial & Promo,8,Město Košťany,Česká republika,"Sport, Komunita, Outdoor, Volný čas","Sport, Community, Outdoor, Leisure"
https://youtu.be/7f3du3QoEKA,Představení sídla společnosti Ekonomické stavby,,Ekonomické stavby - Corporate Headquarters,"Natáčení sídla společnosti Ekonomické stavby bylo o propojení reálných klientských příběhů s profesionální architekturou. Jako kameraman jsem kombinoval rozhovory s plynulými přelety dronem, abych ukázal rozsah jejich projektů v reálném prostředí. Pomáhám stavebním firmám budovat důvěru skrze autentické reference a vizuálně silný obsah, který má pro budoucí stavebníky vysokou výpovědní hodnotu.","Working with Ekonomické stavby was all about blending real client stories with professional architecture. As a cinematographer, I combined interviews with smooth drone sweeps to showcase the scale of their projects in a real-world setting. I help construction companies build trust through authentic testimonials and powerful visuals that provide significant value to future homeowners.",sidlo-ekonomicke-stavby,apartment-reconstruction-vinohrady,2023,Drone Cinematography,Corporate video,19,Ekonomické stavby,Česká republika,"Reality, Stavebnictví, Firemní video, B2B","Real Estate, Construction, Corporate, B2B"
https://youtu.be/Np2VUg2sN8s,Estepona - Garden of the Costa del Sol,ano,Estepona - Garden of the Costa del Sol,"Pro mého dlouholetého klienta ve Španělsku jsem vytvořil kompletní video produkci „na klíč“, která představuje Esteponu jako rozkvetlou zahradu pobřeží. S dronem jsem zachytil nekonečné pláže i golfová hřiště, abych divákům přiblížil ten pravý středomořský životní styl. Realitním kancelářím pomáhám prodávat exkluzivní reality skrze vizuálně čistý marketing, který splňuje mezinárodní standardy.","Creating a full ""turnkey"" video production for my long-term client in Spain allowed me to showcase Estepona as the true garden of the Costa del Sol. Using drone cinematography, I captured endless beaches and golf courses to give viewers a taste of the Mediterranean lifestyle. I help real estate agencies sell exclusive properties through visually polished marketing that meets high international standards.",estepona-garden-costa-del-sol,timber-house-jizera-mountains,2023,Video Production,Real Estate,4,Broker Consulting,Španělsko,"Luxusní reality, Španělsko, Cestování, Lifestyle","Luxury Real Estate, Spain, Travel, Lifestyle"
https://youtu.be/gpxBz9VMTOQ,Estepona - rozhovor s Jakubem,,Estepona - Interview with Jakub Krčmář,"V rámci španělské série jsme se zaměřili na rozhovor s předním makléřem Jakubem Krčmářem. Jako kameraman jsem vsadil na autentické emoce a expertní rady, které jsem podpořil filmovými záběry z dronu v pozadí. Pomáhám profesionálům v realitách budovat jejich osobní značku a propojovat odbornost s vizuální atraktivitou, která klientům usnadňuje rozhodování při investicích u moře.","Focusing on an interview with top broker Jakub Krčmář for our Spanish series, I aimed for authentic emotions and expert advice backed by cinematic drone footage. I help real estate professionals build their personal brands by merging expertise with visual appeal, making the decision-making process much smoother for clients looking to invest by the sea.",estepona-rozhovor-jakub-krcmar,logistics-park-construction,2024,Video Production,Interview,8,Broker Consulting,Španělsko,"Reality, Expert, Investice, Lifestyle","Real Estate, Expert, Investment, Lifestyle"
https://youtu.be/EQXZynbk5ak,Estepona 2 - Garden of the Costa del Sol,,Estepona 2 - Garden of the Costa del Sol,"V této části série dokumentujeme neuvěřitelný rozvoj Estepony a její proměnu v moderní centrum regionu. S dronem jsem vzlétl z Mirador del Carmen, abych zachytil ptačí perspektivu na Gibraltar i Afriku. Investorům pomáhám vizualizovat růst a potenciál této oblasti skrze prestižní promo videa, která vynikají smyslem pro detail a vysokou produkční hodnotou.","Documenting the incredible development of Estepona, this part of the series highlights its transformation into a modern regional hub. I took my drone up to Mirador del Carmen to capture stunning bird's-eye views stretching to Gibraltar and Africa. I help investors visualize the growth and potential of the area through prestigious promo videos characterized by attention to detail and high production value.",estepona-2-garden-costa-del-sol,waterfront-revitalization,2024,Video Production,Documentary,15,Broker Consulting,Španělsko,"Reality, Investice, Španělsko, Turismus","Real Estate, Investment, Spain, Tourism"
https://youtu.be/YzSTbuUj4a0,Výstaviště praha - Křižíkovy pavilony,ano,Prague Exhibition Grounds - Křižík Pavilions,"Křižíkovy pavilony na pražském Výstavišti jsou architektonický unikát, kterému jsem chtěl pomocí dronu dodat novou dynamiku. Jako specialista na letecké záběry jsem se soustředil na precizní kompozici a plynulé nálety, které vyzdvihují estetiku těchto staveb. Pomáhám kreativním agenturám proměnit standardní záznam v prémiový obsah, který skvěle funguje v moderním marketingu.","Adding a fresh dynamic to the Křižík Pavilions at the Prague Exhibition Grounds, I used precision drone cinematography to highlight their unique architecture. As an aerial specialist, I focused on smooth sweeps and careful composition to elevate the aesthetic value of the site. I help creative agencies transform standard footage into premium content that stands out in modern marketing campaigns.",krizikovy-pavilony-vystaviste-praha,production-hall-modernization,2023,Drone Cinematography,Real-estate,8,Miniproduction,Česká republika,"Kulturní dědictví, Event, Architektura, Praha","Cultural Heritage, Event, Architecture, Prague"
https://youtu.be/WMIzvcrv530,Výstaviště praha - Pavilon Bohemia,,Prague Exhibition Grounds - Bohemia Pavilion,"U Pavilonu Bohemia jsem se soustředil na to, aby mé letecké záběry pomohly divákovi pochopit měřítko a historický kontext celé stavby. Jako kameraman kladu důraz na stabilitu obrazu a barvy, které ladí s celkovým vizuálním stylem projektu. Náročným klientům a agenturám dodávám špičkové dronové služby, které přinášejí nadhled a kreativní přístup ke každému technickému tématu.","Focusing on Pavilion Bohemia, I aimed to use aerial footage to help viewers understand the scale and historical context of the entire structure. As a cinematographer, I emphasize image stability and colors that align perfectly with the project's overall visual style. I provide demanding clients and agencies with top-tier drone services that bring a fresh perspective and creative touch to any technical subject.",pavilon-bohemia-vystaviste-praha,solar-park-construction,2023,Drone Cinematography,Real-estate,14,Miniproduction,Česká republika,"Architektura, Historie, Rekonstrukce, Event","Architecture, History, Reconstruction, Event"
https://youtu.be/TBbGn-pX3vE,DVTV E.ON Energy Globe,,DVTV E.ON Energy Globe 2024 Gala,"Na slavnostním vyhlášení E.ON Energy Globe jsem zajišťoval kompletní video produkci, od zachycení emocí na pódiu až po velkolepé záběry z dronu. Jako videograf jsem chtěl podtrhnout prestižní atmosféru večera a důležitost oceněných ekologických projektů. Pomáhám organizátorům významných událostí vytvořit reprezentativní záznam, který propojuje eventovou videografii s nejmodernější technikou.","Handling the full video production for the E.ON Energy Globe gala, I captured everything from the raw emotions on stage to grand aerial perspectives. As a videographer, my goal was to emphasize the prestigious atmosphere of the evening and the significance of the winning ecological projects. I help event organizers create a representative record that merges traditional event videography with cutting-edge technology.",dvtv-eon-energy-globe-2024,castle-reconstruction,2024,Video Production,Commercial & Promo,24,Online Partners,Česká republika,"Ekologie, Udržitelnost, Ocenění, Event","Ecology, Sustainability, Awards, Event"
https://youtu.be/-zXtvHIwmZo,DVTV Fair Play - rozhovor s gen. ředitelem AC Sparta Praha,,DVTV Fair Play - Interview with CEO of AC Sparta Prague,"S redakcí DVTV spolupracuji už přes 7 let a rozhovor s ředitelem Sparty Tomášem Křivdou byl další skvělou příležitostí, jak propojit dokumentární kameru s dynamikou sportu. Kromě samotného rozhovoru jsem se postaral o dronové záběry stadionu na Letné, které diváka okamžitě vtáhnou do atmosféry našeho nejúspěšnějšího klubu.","Having worked closely with DVTV for over seven years, filming this interview with AC Sparta Prague director Tomáš Křivda was another great opportunity to blend documentary cinematography with the energy of sports. Along with the interview itself, I provided drone footage of the Letná stadium to instantly immerse the audience in the atmosphere of the Czech Republic's most successful football club.",dvtv-fair-play-sparta-praha,mountain-apartment-construction,2025,Video Production,Interview,9,Online Partners,Česká republika,"Sport, Fotbal, Management, Rozhovor","Sport, Football, Management, Interview"
https://youtu.be/w36cgW02F5s,RIWAY Europe - 5th Anniversary Gala Dinner,,RIWAY Europe - 5th Anniversary Gala Dinner,"Galavečer k 5. výročí RIWAY Europe byl jeden z nejpompeznějších eventů, jaké jsem kdy točil. S kamerou i dronem jsem se snažil zachytit tu neuvěřitelnou mezinárodní energii a luxusní prostředí celého večera. Interiérové i venkovní přelety dodaly výslednému videu filmový nádech, který přesně zrcadlí prestiž a úspěch této globální značky.","Filming the RIWAY Europe 5th Anniversary Gala was an experience in pure scale and luxury. Using both ground cameras and drones, I captured the incredible international energy of the evening. Moving between indoor and outdoor aerial shots allowed me to give the final recap a cinematic feel that perfectly reflects the prestige and global success of the brand.",riway-europe-5th-anniversary-gala,stadium-modernization,2025,Video Production,Commercial & Promo,21,Riway Czech Republic,Česká republika,"Firemní akce, Luxus, Business, Oslava","Corporate Event, Luxury, Business, Celebration"
https://youtu.be/f_oFI9GVgC0,CIIRC CTU Ellis Unit Praha,,CIIRC CTU - Ellis Unit Prague,"Pro Institut robotiky na ČVUT jsem připravoval vizuální prezentaci jejich vizionářských projektů. Jako kameraman jsem se soustředil na precizní detaily technologických procesů a nasazení výzkumných týmů. Snažil jsem se složitý svět robotiky ukázat jako srozumitelný a vizuálně atraktivní příběh, který reprezentuje českou vědeckou špičku na mezinárodní úrovni.","Working with the Institute of Robotics at CTU, I created a visual presentation of their visionary research. As a cinematographer, I focused on the intricate details of technological processes and the dedication of the research teams. My goal was to translate the complex world of robotics into a clear, visually engaging story that represents Czech scientific excellence on a global stage.",ciirc-ctu-ellis-unit-prague,chateau-reconstruction,2020,Video Production,Commercial & Promo,25,STEEZY,Česká republika,"Robotika, AI, Věda, Technologie","Robotics, AI, Science, Technology"
https://youtu.be/z6QQlKAzTeE,Hotel V Nebi,,Hotel V Nebi - Sky High Luxury,"Projekt pro hotel V Nebi jsem zaštítil kompletně od prvotního nápadu až po finální barvení obrazu. Chtěl jsem, aby z videa sálal klid, luxus a ta jedinečná atmosféra, kterou hosté v hotelu zažívají. Vytvořil jsem vizuálně podmanivý příběh, který sází na emoce a prémiový standard služeb, což je v segmentu hospitality naprosto klíčové.","Taking full charge of the Hotel V Nebi project, I handled everything from the initial creative concept to the final color grade. I wanted the visuals to radiate the peace, luxury, and unique atmosphere that guests experience at the hotel. By focusing on emotion and premium service standards, I created a captivating story tailored specifically for the high-end hospitality market.",hotel-v-nebi-promo,cycle-path-construction,2020,Video Production,Real-estate,15,Hotel V Nebi,Česká republika,"Hospitality, Cestování, Wellness, Příroda","Hospitality, Travel, Wellness, Nature"
https://youtu.be/S_3SEqPwtu4,VIAPOWER -  NOVOTEGRA,,VIAPOWER - Solar Installation with NOVOTEGRA,"Dokumentace instalace fotovoltaiky na bytový dům pro mě byla výzvou v technické přesnosti. Celý projekt jsem zaštítil od námětu po postprodukci, přičemž dron byl v tomto případě nepostradatelný pro zachycení rozsahu prací na vysoké budově. Pomáhám firmám v energetice ukázat jejich odbornost skrze videa, která srozumitelně vysvětlují výhody i bezpečnost jejich systémů.","Documenting this solar installation on a residential building required a high degree of technical precision. Handling the project from concept to post-production, I found the drone indispensable for capturing the full scale of work on such a tall structure. I help energy companies showcase their expertise through videos that clearly explain the benefits and safety of their systems.",viapower-fotovoltaika-novotegra,viapower-photovoltaics-novotegra,2024,Video Production,Corporate video,11,VIAPOWER,Česká republika,"Obnovitelné zdroje, Fotovoltaika, Průmysl, B2B","Renewable Energy, Solar Power, Industry, B2B"
https://youtu.be/UoVC7lT5SUk,VIAPOWER Instalace FVE na Seniorcentrum POHODA Teplice,,VIAPOWER - Solar Power for Senior Center Teplice,"U instalace v Teplicích jsem se jako kameraman postaral o ucelený proces tvorby – od scénáře až po závěrečný střih. Snažím se, aby každé technické promo video mělo svůj lidský příběh a jasné marketingové sdělení. Komplexní zpracování pod jednou střechou mi umožňuje hlídat si vizuální i obsahovou kvalitu v každém záběru.","For the Teplice installation, I managed the entire creative process, from the script to the final edit. I strive to give every technical promo a human story and a clear marketing message. Handling everything in-house allows me to maintain total control over both visual and narrative quality in every single frame.",viapower-fve-seniorcentrum-teplice,viapower-solar-senior-center,2024,Video Production,Corporate video,12,VIAPOWER,Česká republika,"Solární energie, Udržitelnost, Zdravotnické zařízení","Solar Energy, Sustainability, Healthcare Facility"
https://youtu.be/6dxXIAd4dT8,Healing Festival 2023: Czech Republic (Oficial Aftermovie),,Healing Festival 2023 - Official Aftermovie,"Oficiální aftermovie z Healing Festivalu je o magické atmosféře a spojení s přírodou. Na projektu jsem pracoval s pozemní kamerou i dronem, abych divákovi zprostředkoval ten silný pocit sounáležitosti a radosti. Letecké záběry z ptačí perspektivy dodaly celému příběhu v srdci české přírody potřebný filmový rozměr a hloubku.","The official Healing Festival 2023 aftermovie is all about capturing magic and a deep connection to nature. Working with ground cameras and drones, I aimed to convey the powerful sense of community and joy that defined the event. Aerial shots provided a cinematic depth that truly brought the story, set in the heart of the Czech landscape, to life.",healing-festival-2023-aftermovie,healing-festival-2023-aftermovie,2023,Video Production,Commercial & Promo,18,Virtual Visit,Česká republika,"Festival, Spiritualita, Komunita, Hudba","Festival, Spirituality, Community, Music"
https://youtu.be/DLkMrcx02kI?si=cX6NFozNeLOwwIfc,Aftermovie - Benefiční koncert pro Aničku,,Benefit Concert for Anička - Official Aftermovie,"Pro benefiční koncert pro Aničku jsem připravil emotivní aftermovie, které dokumentuje večer plný solidarity. Jako kameraman jsem zachytil upřímné rozhovory i atmosféru v publiku, abych podpořil boj proti diagnóze SMA. Snažil jsem se, aby z videa byla cítit ta obrovská lidskost a srdce, které do akce vložili organizátoři i návštěvníci.","For Anička’s benefit concert, I produced an emotional aftermovie documenting a night of incredible solidarity. Capturing candid interviews and the spirit of the audience, I aimed to support the fight against SMA. My focus was on reflecting the immense heart and humanity that both the organizers and attendees brought to this inspiring event.",beneficni-koncert-pro-anicku-sma,charity-concert-for-anicka,2024,Video Production,Commercial & Promo,31,Virtual Visit,Česká republika,"Charita, Event, SMA Osvěta, Sociální","Charity, Event, SMA Awareness, Social"
https://youtu.be/DR_dw07qKJc?si=xlD_260MSd3cJnwI,Mise: Amazonie a my,ano,Mission: Amazon and Us (Documentary),"Měsíční natáčení v srdci ekvádorského pralesa byla jedna z mých nejdrsnějších i nejkrásnějších zkušeností. Jako zvukař a dronista jsem se snažil zachytit tu syrovou krásu jedné z nejdivočejších oblastí světa. Práce v extrémních podmínkách Amazonie vyžadovala stoprocentní připravenost, ale odměnou jsou záběry a zvuky, které diváka přenesou přímo doprostřed džungle.","Spending a month filming in the heart of the Ecuadorian rainforest was one of my most challenging and beautiful experiences. Serving as both a sound engineer and drone pilot, I worked to capture the raw beauty of one of the world's wildest regions. Operating in the extreme conditions of the Amazon required peak technical readiness, but resulted in sights and sounds that transport the viewer straight into the jungle.",dokument-mise-amazonie,documentary-mission-amazon,2022,Drone Cinematography,Documentary,3,Nezávislá produkce,Ekvádor,"Dokument, Dobrodružství, Příroda, Divočina","Documentary, Adventure, Nature, Wildlife"
https://youtu.be/VtLa3HKcmDc,Google Cloud - Rohlik.cz,ano,Google Cloud X Rohlik.cz Case Study,"Na videocasu pro Google Cloud a Rohlík.cz jsem spolupracoval jako druhý kameraman a dronista. Zaměřil jsem se na dokumentaci logistické síly a technologického pokroku v distribučních centrech. Letecké záběry mi umožnily ukázat dynamiku rozvozu v městském prostředí i měřítko celého provozu, který stojí za úspěchem největšího českého online prodejce.","Collaborating on the Google Cloud and Rohlík.cz video case study as a second unit camera and drone operator, I focused on documenting logistical power and technological progress. Aerial shots allowed me to showcase the dynamics of urban delivery and the massive scale of operations behind the Czech Republic's leading online grocer.",google-cloud-rohlik-cz,google-cloud-rohlik-cz,2024,Video Production,Corporate video,1,Google Cloud & Rohlik.cz,Česká republika,"Technologie, E-commerce, Logistika, Inovace","Technology, E-commerce, Logistics, Innovation"
https://youtu.be/P9pad8g8vvY,David Vencl: Chronotechna,,David Vencl for Chronotechna,"Spolupráce se světovým rekordmanem ve freedivingu Davidem Venclem pro značku Chronotechna byla o klidu a preciznosti. Jako dronista jsem zachytil fascinující spojení člověka a vodního živlu z ptačí perspektivy. Plynulé pohyby a čistá kompozice měly za cíl podtrhnout Davidův neuvěřitelný výkon i technickou dokonalost hodinek, které s ním šly do extrémních podmínek.","Working with world-record freediver David Vencl for Chronotechna was a lesson in calm and precision. As a drone pilot, I captured the fascinating connection between man and water from above. Fluid movements and clean composition were key to highlighting David’s incredible performance and the technical excellence of the timepieces that accompany him into extreme conditions.",david-vencl-chronotechna,david-vencl-chronotechna,2023,Drone Cinematography,Commercial & Promo,22,Chronotechna,Švýcarsko,"Extrémní sport, Freediving, Produkt, Luxus","Extreme Sport, Freediving, Product, Luxury"
https://youtu.be/_tEsztnLsH8,Dům na prodej - Orasín,,House for Sale - Orasín,"Prodej domu je především o emocích, a proto jsem pro Broker Consulting připravil kompletní video produkci, která budoucí domov představuje v tom nejlepším světle. Od prvního kreativního nápadu přes detaily v interiéru až po plynulé přelety dronem nad pozemkem – vše jsem vyladil tak, aby si zájemce mohl nasát atmosféru klidné lokality v Orasíně ještě před první prohlídkou. Pomáhám makléřům budovat důvěru u kupců skrze vizuálně silné příběhy, které dávají nemovitostem jasný náskok na trhu.Selling a home is all about emotion, which is why I created a full ""turnkey"" production for Broker Consulting to showcase this property at its best. From the initial concept and interior details to smooth drone sweeps over the grounds, I refined every frame to let potential buyers experience the peaceful atmosphere of the Orasín location before they even step inside. I help real estate brokers build trust with buyers through powerful visual storytelling that gives their properties a clear competitive edge.","Selling a home is all about emotion, which is why I created a full ""turnkey"" production for Broker Consulting to showcase this property at its best. From the initial concept and interior details to smooth drone sweeps over the grounds, I refined every frame to let potential buyers experience the peaceful atmosphere of the Orasín location before they even step inside. I help real estate brokers build trust with buyers through powerful visual storytelling that gives their properties a clear competitive edge.",dum-na-prodej-orasin,house-for-sale-orasin,2023,Video Production,Real-estate,16,Broker Consulting,Česká republika,"Reality, Bydlení, Prodej, Interiér","Real Estate, Housing, Sales, Interior"
https://youtu.be/ZNXkxpd-YDg,Dům na prodej - Proboštov,ano,House for Sale - Proboštov,"U dalšího projektu pro Broker Consulting v Proboštově jsem se postaral o ucelený proces od prvního návrhu scénáře až po závěrečný střih. Snažím se, aby každé video nemovitosti působilo profesionálně a hlavně lákavě pro budoucí majitele. Kombinací detailních interiérových záběrů a plynulých přeletů dronem dávám lidem možnost nasát atmosféru nového bydlení ještě dřív, než dorazí na osobní prohlídku. Pomáhám realitním kancelářím odlišit prémiové nabídky na trhu skrze dynamiku a emoce, které jsou pro úspěšný prodej v realitách naprosto klíčové.Managing the entire creative process from the initial script to the final edit for Broker Consulting in Proboštov, I focused on making this property look professional and truly inviting for future owners. By blending detailed interior shots with smooth drone flights, I give people the chance to experience the atmosphere of their new home before they even step through the door. I help real estate agencies set their premium listings apart through dynamic visuals and emotions, which are absolutely vital for a successful sale in today’s market.","Selling a home is all about emotion, which is why I created a full ""turnkey"" production for Broker Consulting to showcase this property at its best. From the initial concept and interior details to smooth drone sweeps over the grounds, I refined every frame to let potential buyers experience the atmosphere of their future home before they even step inside.",dum-na-prodej-probostov,house-for-sale-probostov,2025,Video Production,Real-estate,9,Broker Consulting,Česká republika,"Reality, Bydlení, Interiér, Marketing","Real Estate, Housing, Interior, Marketing"
https://youtu.be/Qf_ooz7P6rY,Destination X,ano,Destination X - Reality Show (Prague Episode),Spolupráce s belgickou a holandskou produkcí na reality show Destination X byla skvělou ukázkou komplexního servisu. Kromě samotného létání na unikátních místech po celých Čechách jsem kompletně zaštítil i náročnou legislativu a dronová povolení. Mezinárodním štábům pomáhám dodat špičkové filmové záběry naší krajiny a Prahy při stoprocentním dodržení všech bezpečnostních pravidel.,"Partnering with Belgian and Dutch producers on the reality show Destination X was a perfect example of providing a comprehensive service. Beyond piloting at unique locations across the Czech Republic, I managed all the complex drone permits and regional legislation. I provide international crews with high-end cinematic shots of Prague and the Czech landscape while ensuring full regulatory compliance.",destination-x-reality-show,destination-x-reality-show,2025,Drone Cinematography,TV Series,2,Destination X,Česká republika,"TV show, Reality TV, Zábava, Cestování","TV Show, Reality TV, Entertainment, Travel"
https://youtu.be/3Cm5StivPtE,Suprablade - promo,ano,Suprablade - Innovation Promo,"U projektu Suprablade jsem propojil inženýrské myšlení s filmovou estetikou. Abychom produkty zachytili z neotřelých úhlů, navrhl jsem a sestrojil speciální otočný mechanismus pro kameru, který standardní technika nenabízí. Firmám, které sází na inovace, pomáhám ukázat jejich technologický náskok skrze vizuální řešení šitá na míru jejich konkrétnímu produktu.","For the Suprablade project, I merged engineering mindset with cinematic aesthetics. To capture their products from fresh, dynamic angles, I designed and built a custom rotating camera rig that standard equipment simply couldn't offer. I help innovative brands showcase their technological edge through bespoke visual solutions tailored specifically to their products.",suprablade-technologie-promo,suprablade-technology-promo,2026,Video Production,Commercial & Promo,2,Suprablade,Česká republika,"Produktový design, Inženýrství, Inovace, B2B","Product Design, Engineering, Innovation, B2B"
https://youtu.be/ppjFMX17W88,Moon Power X Viapower,,Moon Power X Viapower - E-mobility & Solar,"Instalaci fotovoltaiky pro Porsche Holding jsem dokumentoval jako ucelený příběh moderní energetiky. Propojil jsem technické detaily montáže s dynamickými záběry z dronu, které nejlépe vizualizují rozsah panelů na střechách servisních center. Pomáhám firmám v segmentu obnovitelných zdrojů komunikovat jejich ekologický přínos skrze moderní a srozumitelný video obsah.","Documenting this solar installation for Porsche Holding allowed me to tell a complete story of modern energy. I combined technical assembly details with dynamic drone footage that perfectly visualizes the scale of the panels on the service center roofs. I help renewable energy companies communicate their environmental impact through modern, accessible, and high-quality video content.",moon-power-x-viapower,moon-power-x-viapower,2026,Video Production,Corporate video,13,VIAPOWER & MOON Power,Česká republika,"E-mobilita, Obnovitelné zdroje, Udržitelnost, Průmysl","E-mobility, Renewable Energy, Sustainability, Industry"
https://youtu.be/l24vxJA0Tdo,Pozemky na prodej - Bořislav,,Land for Sale - Bořislav,"Prodej pozemku v CHKO České středohoří si zasloužil nadhled, který dokáže zprostředkovat jen dron. Pro AB reality jsem zachytil nejen rozlohu parcely, ale i dechberoucí panorama okolní krajiny a dostupnost lokality. Makléřům pomáhám prezentovat nemovitosti způsobem, který zájemcům okamžitě odpoví na všechny otázky o okolí a výrazně urychluje prodej.","Selling land in the protected landscape of the Central Bohemian Uplands required the kind of perspective only a drone can provide. For AB Reality, I captured not just the boundaries of the plot, but also the breathtaking panoramas and local accessibility. I help real estate brokers present properties in a way that answers potential buyers' questions about the surroundings instantly, significantly speeding up the sale.",pozemky-na-prodej-borislav,land-for-sale-borislav,2023,Video Production,Real-estate,17,AB reality,Česká republika,"Reality, Pozemky, Investice, Příroda","Real Estate, Land, Investment, Nature"
https://youtu.be/3FGAQ26qLr0?si=dSJrMY7LbNd1fA4j,UNIQA a David Vencl spoločně překonali světový rekord!,,UNIQA & David Vencl: Under Ice World Record,"Dokumentovat světový rekord Davida Vencla v potápění pod ledem byla technická výzva v extrémních mrazivých podmínkách. S dronem nad zamrzlou hladinou jsem se snažil zachytit to napětí a následnou euforii z úspěchu pod záštitou pojišťovny UNIQA. Sportovní marketing stavím na autenticitě a silných emocích, které diváka spojí s výjimečným lidským výkonem.","Documenting David Vencl's world record ice dive was a major technical challenge in extreme freezing conditions. Operating a drone over the frozen surface, I aimed to capture the raw tension and subsequent euphoria of his success under the UNIQA sponsorship. I build sports marketing on authenticity and powerful emotions that connect the audience with extraordinary human achievement.",uniqa-david-vencl-svetovy-rekord,uniqa-david-vencl-world-record,2025,Drone Cinematography,Commercial & Promo,19,Uniqa,Česká republika,"Extrémní sport, Sponzoring, Rekord, Marketing","Extreme Sport, Sponsorship, Record, Marketing"
